id,username,email,password,date_of_registration,country,preferences,user_type,recommendation_system,id,user_id,content_id,interaction_type,interaction_date,id,title,release_date,duration,content_type,rating
675,user_675,user675@example.com,hash_password_675,2021-08-13,USA,Genre_6,consumer,Recomendeitor_Plus,982,675,129,comment,2021-07-27,129,Content_129,2018-01-13,96,series,3.1
680,user_680,user680@example.com,hash_password_680,2021-08-28,Brazil,Genre_2,content_creator,Recomendeitor_Plus,983,680,67,favorite,2022-04-16,67,Content_67,2022-12-09,75,short,1.3
278,user_278,user278@example.com,hash_password_278,2020-10-12,UK,Genre_9,moderator,Recomendeitor,984,278,71,favorite,2022-05-16,71,Content_71,2011-07-02,43,live,4.2
749,user_749,user749@example.com,hash_password_749,2020-12-04,UK,Genre_8,moderator,Recomendeitor_Plus,985,749,131,favorite,2021-11-04,131,Content_131,2017-10-09,59,short,2.5
688,user_688,user688@example.com,hash_password_688,2021-02-27,Spain,Genre_10,admin,Recomendeitor,986,688,177,favorite,2021-07-30,177,Content_177,2021-12-31,46,documentary,1.5
53,user_53,user53@example.com,hash_password_53,2021-08-11,Germany,,admin,Recomendeitor_Plus,987,53,67,share,2022-11-21,67,Content_67,2022-12-09,75,short,1.3
861,user_861,user861@example.com,hash_password_861,2022-06-22,Canada,Genre_3,moderator,Recomendeitor_Plus,988,861,55,like,2021-12-12,55,Content_55,2015-09-03,92,live,4.6
10,user_10,user10@example.com,hash_password_10,2022-04-27,France,Genre_10,content_creator,Recomendeitor_Plus,989,10,132,share,2022-08-30,132,Content_132,2019-05-19,17,short,4.7
658,user_658,user658@example.com,hash_password_658,2020-08-25,Spain,Genre_2,moderator,Recomendeitor,990,658,31,like,2022-11-02,31,Content_31,2019-10-15,150,movie,3.3
739,user_739,user739@example.com,hash_password_739,2020-11-05,Germany,Genre_7,consumer,Recomendeitor_Plus,991,739,66,like,2022-12-31,66,Content_66,2016-10-24,111,movie,1.3
748,user_748,user748@example.com,hash_password_748,2022-05-26,UK,Genre_5,content_creator,Recomendeitor,992,748,101,comment,2021-10-10,101,Content_101,2018-03-31,123,movie,2.7
464,user_464,user464@example.com,hash_password_464,2021-10-01,Brazil,Genre_9,consumer,Recomendeitor,993,464,64,comment,2022-08-04,64,Content_64,2014-11-26,133,series,4.4
754,user_754,user754@example.com,hash_password_754,2020-09-17,Spain,Genre_3,content_creator,Recomendeitor,994,754,31,comment,2022-04-01,31,Content_31,2019-10-15,150,movie,3.3
817,user_817,user817@example.com,hash_password_817,2021-01-13,Brazil,Genre_3,admin,Recomendeitor_Plus,995,817,117,comment,2022-02-09,117,Content_117,2017-11-07,91,short,3.8
583,user_583,user583@example.com,hash_password_583,2021-04-27,USA,Genre_10,content_creator,Recomendeitor,996,583,191,comment,2021-12-16,191,Content_191,2011-09-12,150,movie,3.7
158,user_158,user158@example.com,hash_password_158,2020-06-22,UK,Genre_4,admin,Recomendeitor_Plus,997,158,66,share,2021-11-18,66,Content_66,2016-10-24,111,movie,1.3
19,user_19,user19@example.com,hash_password_19,2022-02-24,Spain,,moderator,Recomendeitor_Plus,998,19,159,share,2021-05-10,159,Content_159,2015-08-28,170,short,4.4
55,user_55,user55@example.com,hash_password_55,2022-05-07,Brazil,,moderator,Recomendeitor,999,55,47,favorite,2021-05-23,47,Content_47,2019-12-17,84,movie,2.7
956,user_956,user956@example.com,hash_password_956,2022-08-05,USA,Genre_5,consumer,Recomendeitor,1000,956,22,share,2022-10-26,22,Content_22,2017-05-08,144,movie,2.5
727,user_727,user727@example.com,hash_password_727,2021-12-31,Brazil,Genre_10,moderator,Recomendeitor,1001,727,94,share,2021-01-18,94,Content_94,2013-06-18,41,movie,1.0
968,user_968,user968@example.com,hash_password_968,2020-04-26,Canada,Genre_10,content_creator,Recomendeitor,1002,968,83,comment,2021-04-08,83,Content_83,2010-12-03,167,movie,1.5
721,user_721,user721@example.com,hash_password_721,2021-06-08,Japan,Genre_6,moderator,Recomendeitor_Plus,1003,721,46,favorite,2022-07-20,46,Content_46,2013-02-01,111,series,3.3
21,user_21,user21@example.com,hash_password_21,2020-02-11,France,Genre_1,moderator,Recomendeitor,1004,21,89,share,2021-07-02,89,Content_89,2018-06-25,66,short,4.9
282,user_282,user282@example.com,hash_password_282,2020-04-27,Spain,Genre_9,content_creator,Recomendeitor,1005,282,186,share,2022-05-30,186,Content_186,2018-07-19,56,series,3.5
761,user_761,user761@example.com,hash_password_761,2022-06-17,Canada,Genre_10,consumer,Recomendeitor_Plus,1006,761,119,favorite,2021-07-15,119,Content_119,2021-01-07,136,documentary,4.1
540,user_540,user540@example.com,hash_password_540,2022-12-19,USA,Genre_1,moderator,Recomendeitor,1007,540,189,like,2022-08-01,189,Content_189,2011-09-16,133,series,4.6
935,user_935,user935@example.com,hash_password_935,2021-04-16,Italy,Genre_5,moderator,Recomendeitor_Plus,1008,935,46,comment,2022-06-29,46,Content_46,2013-02-01,111,series,3.3
417,user_417,user417@example.com,hash_password_417,2021-03-05,Japan,Genre_8,moderator,Recomendeitor,1009,417,1,share,2022-08-06,1,Content_1,2012-10-28,76,live,1.0
808,user_808,user808@example.com,hash_password_808,2021-12-23,India,Genre_4,content_creator,Recomendeitor,1010,808,96,share,2021-03-04,96,Content_96,2019-05-06,19,short,4.9
723,user_723,user723@example.com,hash_password_723,2021-03-08,USA,Genre_6,consumer,Recomendeitor,1011,723,153,favorite,2021-06-13,153,Content_153,2018-05-01,92,movie,2.5
285,user_285,user285@example.com,hash_password_285,2020-06-01,Spain,Genre_1,moderator,Recomendeitor_Plus,1012,285,61,share,2021-05-10,61,Content_61,2017-01-01,154,live,3.4
532,user_532,user532@example.com,hash_password_532,2020-07-12,Japan,Genre_5,admin,Recomendeitor,1013,532,105,comment,2021-11-05,105,Content_105,2020-05-11,62,series,4.3
532,user_532,user532@example.com,hash_password_532,2020-07-12,Japan,Genre_5,admin,Recomendeitor,1014,532,81,share,2021-03-22,81,Content_81,2017-11-10,74,documentary,2.7
511,user_511,user511@example.com,hash_password_511,2020-06-28,UK,Genre_1,consumer,Recomendeitor_Plus,1015,511,14,like,2021-03-16,14,Content_14,2014-08-19,172,movie,3.6
842,user_842,user842@example.com,hash_password_842,2021-01-09,India,,moderator,Recomendeitor,1016,842,45,comment,2021-02-19,45,Content_45,2014-09-25,167,short,4.8
396,user_396,user396@example.com,hash_password_396,2021-02-14,USA,Genre_3,moderator,Recomendeitor,1017,396,77,like,2022-12-29,77,Content_77,2018-10-03,36,movie,1.6
120,user_120,user120@example.com,hash_password_120,2021-01-18,India,Genre_2,moderator,Recomendeitor_Plus,1018,120,167,favorite,2022-11-14,167,Content_167,2021-11-13,170,short,3.2
97,user_97,user97@example.com,hash_password_97,2022-05-15,India,Genre_2,content_creator,Recomendeitor,1019,97,66,comment,2022-01-03,66,Content_66,2016-10-24,111,movie,1.3
120,user_120,user120@example.com,hash_password_120,2021-01-18,India,Genre_2,moderator,Recomendeitor_Plus,1020,120,32,share,2022-03-02,32,Content_32,2019-12-28,145,short,2.4
537,user_537,user537@example.com,hash_password_537,2021-09-26,India,Genre_7,moderator,Recomendeitor,1021,537,96,comment,2021-02-11,96,Content_96,2019-05-06,19,short,4.9
153,user_153,user153@example.com,hash_password_153,2022-11-25,Spain,Genre_1,content_creator,Recomendeitor_Plus,1022,153,58,comment,2021-01-21,58,Content_58,2011-10-12,25,movie,2.9
245,user_245,user245@example.com,hash_password_245,2022-04-17,Spain,Genre_4,consumer,Recomendeitor_Plus,1023,245,104,comment,2022-08-22,104,Content_104,2020-09-19,119,short,3.9
772,user_772,user772@example.com,hash_password_772,2022-09-01,Germany,Genre_4,content_creator,Recomendeitor_Plus,1024,772,56,like,2021-11-05,56,Content_56,2015-06-18,132,series,2.7
516,user_516,user516@example.com,hash_password_516,2020-03-09,Japan,Genre_9,content_creator,Recomendeitor,1025,516,134,favorite,2022-02-11,134,Content_134,2016-07-11,143,documentary,3.8
393,user_393,user393@example.com,hash_password_393,2022-10-27,USA,Genre_5,moderator,Recomendeitor,1026,393,67,comment,2022-08-18,67,Content_67,2022-12-09,75,short,1.3
143,user_143,user143@example.com,hash_password_143,2021-08-20,India,Genre_4,consumer,Recomendeitor,1027,143,178,share,2021-03-06,178,Content_178,2016-06-26,51,live,4.5
504,user_504,user504@example.com,hash_password_504,2022-07-15,Germany,Genre_8,content_creator,Recomendeitor_Plus,1028,504,118,comment,2021-03-22,118,Content_118,2011-12-31,107,documentary,1.7
794,user_794,user794@example.com,hash_password_794,2020-06-12,UK,Genre_8,content_creator,Recomendeitor,1029,794,38,comment,2021-07-23,38,Content_38,2022-12-25,44,short,3.0
847,user_847,user847@example.com,hash_password_847,2022-12-08,France,Genre_1,content_creator,Recomendeitor_Plus,1030,847,131,favorite,2022-04-26,131,Content_131,2017-10-09,59,short,2.5
858,user_858,user858@example.com,hash_password_858,2021-01-12,Spain,Genre_10,content_creator,Recomendeitor_Plus,1031,858,112,share,2021-05-01,112,Content_112,2019-05-25,17,documentary,2.6
220,user_220,user220@example.com,hash_password_220,2021-01-20,Brazil,Genre_7,content_creator,Recomendeitor_Plus,1032,220,133,share,2021-03-07,133,Content_133,2012-06-17,178,movie,4.3
839,user_839,user839@example.com,hash_password_839,2022-03-13,Germany,Genre_6,consumer,Recomendeitor_Plus,1033,839,152,like,2022-05-24,152,Content_152,2021-03-24,150,movie,3.0
160,user_160,user160@example.com,hash_password_160,2021-11-06,Brazil,Genre_2,consumer,Recomendeitor,1034,160,54,share,2022-12-25,54,Content_54,2016-12-12,70,documentary,4.8
76,user_76,user76@example.com,hash_password_76,2020-09-09,Japan,Genre_1,admin,Recomendeitor_Plus,1035,76,34,share,2022-11-19,34,Content_34,2021-06-09,137,documentary,2.0
611,user_611,user611@example.com,hash_password_611,2022-12-17,France,Genre_5,consumer,Recomendeitor,1036,611,39,share,2021-10-30,39,Content_39,2022-11-13,113,short,1.9
692,user_692,user692@example.com,hash_password_692,2021-08-27,Spain,Genre_6,consumer,Recomendeitor,1037,692,112,comment,2021-08-29,112,Content_112,2019-05-25,17,documentary,2.6
639,user_639,user639@example.com,hash_password_639,2022-03-20,Italy,Genre_9,admin,Recomendeitor,1038,639,88,like,2021-06-28,88,Content_88,2022-11-14,28,live,1.2
32,user_32,user32@example.com,hash_password_32,2020-01-11,UK,Genre_3,content_creator,Recomendeitor_Plus,1039,32,48,share,2021-07-12,48,Content_48,2017-06-01,108,short,3.3
777,user_777,user777@example.com,hash_password_777,2022-11-28,Germany,Genre_2,consumer,Recomendeitor_Plus,1040,777,49,share,2022-07-27,49,Content_49,2020-10-19,81,short,3.1
334,user_334,user334@example.com,hash_password_334,2022-11-14,Italy,Genre_10,consumer,Recomendeitor_Plus,1041,334,34,share,2021-08-09,34,Content_34,2021-06-09,137,documentary,2.0
525,user_525,user525@example.com,hash_password_525,2021-10-31,Italy,Genre_10,admin,Recomendeitor,1042,525,100,comment,2021-12-11,100,Content_100,2021-11-17,169,movie,4.4
440,user_440,user440@example.com,hash_password_440,2021-10-29,Brazil,Genre_8,moderator,Recomendeitor_Plus,1043,440,135,comment,2022-05-02,135,Content_135,2013-03-30,78,movie,3.9
892,user_892,user892@example.com,hash_password_892,2020-06-05,Germany,Genre_7,content_creator,Recomendeitor,1044,892,18,like,2021-04-09,18,Content_18,2017-06-13,35,documentary,4.7
940,user_940,user940@example.com,hash_password_940,2021-10-08,Italy,Genre_6,admin,Recomendeitor,1045,940,70,favorite,2021-04-12,70,Content_70,2017-09-27,168,short,2.6
993,user_993,user993@example.com,hash_password_993,2022-04-25,Spain,,consumer,Recomendeitor,1046,993,114,like,2022-02-14,114,Content_114,2011-08-03,128,live,3.6
352,user_352,user352@example.com,hash_password_352,2020-11-13,Spain,Genre_1,content_creator,Recomendeitor_Plus,1047,352,34,comment,2022-10-14,34,Content_34,2021-06-09,137,documentary,2.0
339,user_339,user339@example.com,hash_password_339,2021-01-17,Brazil,Genre_3,content_creator,Recomendeitor,1048,339,51,share,2021-05-13,51,Content_51,2011-07-21,151,short,2.1
926,user_926,user926@example.com,hash_password_926,2022-02-02,India,Genre_10,consumer,Recomendeitor_Plus,1049,926,105,share,2021-01-23,105,Content_105,2020-05-11,62,series,4.3
400,user_400,user400@example.com,hash_password_400,2020-08-29,Brazil,Genre_2,moderator,Recomendeitor_Plus,1050,400,93,like,2021-01-28,93,Content_93,2010-11-17,32,series,1.9
396,user_396,user396@example.com,hash_password_396,2021-02-14,USA,Genre_3,moderator,Recomendeitor,1051,396,196,share,2022-05-31,196,Content_196,2012-06-14,146,series,2.4
202,user_202,user202@example.com,hash_password_202,2020-09-13,USA,Genre_10,moderator,Recomendeitor,1052,202,142,comment,2021-10-05,142,Content_142,2017-01-22,74,live,4.2
962,user_962,user962@example.com,hash_password_962,2022-10-22,USA,Genre_9,content_creator,Recomendeitor_Plus,1053,962,69,like,2022-10-31,69,Content_69,2010-08-17,120,live,3.0
530,user_530,user530@example.com,hash_password_530,2021-05-02,Japan,Genre_10,moderator,Recomendeitor,1054,530,89,favorite,2022-12-12,89,Content_89,2018-06-25,66,short,4.9
909,user_909,user909@example.com,hash_password_909,2022-09-17,UK,Genre_2,consumer,Recomendeitor,1055,909,103,comment,2021-09-10,103,Content_103,2010-06-29,165,series,2.3
93,user_93,user93@example.com,hash_password_93,2021-08-12,France,Genre_3,admin,Recomendeitor,1056,93,136,comment,2022-11-03,136,Content_136,2020-03-13,130,series,2.8
792,user_792,user792@example.com,hash_password_792,2021-10-14,Spain,Genre_3,admin,Recomendeitor,1057,792,143,share,2022-01-05,143,Content_143,2015-10-13,116,series,1.8
358,user_358,user358@example.com,hash_password_358,2020-07-22,Japan,,moderator,Recomendeitor,1058,358,83,comment,2021-12-29,83,Content_83,2010-12-03,167,movie,1.5
396,user_396,user396@example.com,hash_password_396,2021-02-14,USA,Genre_3,moderator,Recomendeitor,1059,396,187,comment,2022-11-08,187,Content_187,2020-01-16,155,series,3.3
828,user_828,user828@example.com,hash_password_828,2022-01-27,Brazil,Genre_6,admin,Recomendeitor,1060,828,11,favorite,2022-02-24,11,Content_11,2015-03-05,39,short,2.7
60,user_60,user60@example.com,hash_password_60,2022-06-15,Japan,Genre_3,consumer,Recomendeitor_Plus,1061,60,148,share,2022-12-28,148,Content_148,2022-05-09,109,short,3.8
477,user_477,user477@example.com,hash_password_477,2021-06-27,Germany,Genre_10,admin,Recomendeitor,1062,477,183,comment,2021-07-31,183,Content_183,2018-06-05,37,documentary,3.7
726,user_726,user726@example.com,hash_password_726,2020-05-07,Germany,Genre_9,admin,Recomendeitor_Plus,1063,726,36,share,2022-03-03,36,Content_36,2019-10-21,10,documentary,4.7
612,user_612,user612@example.com,hash_password_612,2022-03-15,Brazil,Genre_3,consumer,Recomendeitor_Plus,1064,612,82,comment,2021-12-12,82,Content_82,2017-01-11,154,live,1.2
1,user_1,user1@example.com,hash_password_1,2022-09-20,Italy,Genre_1,moderator,Recomendeitor_Plus,1065,1,142,favorite,2021-04-15,142,Content_142,2017-01-22,74,live,4.2
555,user_555,user555@example.com,hash_password_555,2020-01-01,Spain,Genre_4,moderator,Recomendeitor_Plus,1066,555,186,share,2022-06-26,186,Content_186,2018-07-19,56,series,3.5
311,user_311,user311@example.com,hash_password_311,2020-08-28,UK,Genre_3,admin,Recomendeitor_Plus,1067,311,38,share,2022-02-23,38,Content_38,2022-12-25,44,short,3.0
168,user_168,user168@example.com,hash_password_168,2020-06-14,Germany,Genre_7,content_creator,Recomendeitor_Plus,1068,168,89,favorite,2021-05-18,89,Content_89,2018-06-25,66,short,4.9
192,user_192,user192@example.com,hash_password_192,2020-05-02,Italy,Genre_8,content_creator,Recomendeitor_Plus,1069,192,1,like,2022-04-04,1,Content_1,2012-10-28,76,live,1.0
34,user_34,user34@example.com,hash_password_34,2022-12-20,UK,Genre_5,content_creator,Recomendeitor,1070,34,104,comment,2022-04-10,104,Content_104,2020-09-19,119,short,3.9
34,user_34,user34@example.com,hash_password_34,2022-12-20,UK,Genre_5,content_creator,Recomendeitor,1071,34,65,comment,2021-12-21,65,Content_65,2021-04-10,153,short,1.8
688,user_688,user688@example.com,hash_password_688,2021-02-27,Spain,Genre_10,admin,Recomendeitor,1072,688,1,like,2022-05-06,1,Content_1,2012-10-28,76,live,1.0
417,user_417,user417@example.com,hash_password_417,2021-03-05,Japan,Genre_8,moderator,Recomendeitor,1073,417,125,share,2022-08-05,125,Content_125,2022-01-01,163,movie,2.2
708,user_708,user708@example.com,hash_password_708,2020-05-10,UK,Genre_9,moderator,Recomendeitor,1074,708,60,share,2022-05-09,60,Content_60,2015-08-12,177,live,1.8
998,user_998,user998@example.com,hash_password_998,2020-08-08,Brazil,Genre_5,moderator,Recomendeitor_Plus,1075,998,25,favorite,2022-11-13,25,Content_25,2020-04-09,45,short,4.7
158,user_158,user158@example.com,hash_password_158,2020-06-22,UK,Genre_4,admin,Recomendeitor_Plus,1076,158,91,favorite,2022-03-15,91,Content_91,2017-07-09,40,series,2.2
757,user_757,user757@example.com,hash_password_757,2020-06-26,USA,Genre_1,moderator,Recomendeitor,1077,757,138,favorite,2021-12-04,138,Content_138,2022-09-12,166,series,3.8
500,user_500,user500@example.com,hash_password_500,2022-06-20,UK,Genre_3,consumer,Recomendeitor,1078,500,50,like,2022-02-11,50,Content_50,2018-05-14,12,movie,4.0
366,user_366,user366@example.com,hash_password_366,2021-12-12,USA,Genre_4,admin,Recomendeitor,1079,366,140,like,2022-05-12,140,Content_140,2011-03-10,148,series,4.4
340,user_340,user340@example.com,hash_password_340,2022-06-18,Japan,Genre_8,admin,Recomendeitor_Plus,1080,340,92,share,2022-05-12,92,Content_92,2022-12-06,90,short,2.2
858,user_858,user858@example.com,hash_password_858,2021-01-12,Spain,Genre_10,content_creator,Recomendeitor_Plus,1081,858,32,favorite,2022-02-19,32,Content_32,2019-12-28,145,short,2.4
335,user_335,user335@example.com,hash_password_335,2020-12-31,Japan,Genre_7,admin,Recomendeitor_Plus,1082,335,33,share,2021-08-29,33,Content_33,2010-05-09,142,series,3.6
583,user_583,user583@example.com,hash_password_583,2021-04-27,USA,Genre_10,content_creator,Recomendeitor,1083,583,200,like,2022-12-07,200,Content_200,2011-04-10,109,live,2.6
327,user_327,user327@example.com,hash_password_327,2020-03-29,USA,Genre_10,admin,Recomendeitor,1084,327,26,comment,2021-09-27,26,Content_26,2014-04-05,34,live,4.8
114,user_114,user114@example.com,hash_password_114,2021-09-06,UK,Genre_10,content_creator,Recomendeitor_Plus,1085,114,42,share,2022-01-10,42,Content_42,2018-10-30,43,movie,1.7
797,user_797,user797@example.com,hash_password_797,2022-09-14,France,Genre_10,moderator,Recomendeitor,1086,797,178,like,2022-02-24,178,Content_178,2016-06-26,51,live,4.5
919,user_919,user919@example.com,hash_password_919,2020-10-13,France,Genre_4,moderator,Recomendeitor_Plus,1087,919,61,favorite,2021-06-26,61,Content_61,2017-01-01,154,live,3.4
418,user_418,user418@example.com,hash_password_418,2020-03-09,Japan,Genre_8,admin,Recomendeitor,1088,418,41,comment,2022-09-18,41,Content_41,2018-01-02,18,documentary,1.1
468,user_468,user468@example.com,hash_password_468,2020-09-04,Canada,,content_creator,Recomendeitor,1089,468,185,comment,2021-03-11,185,Content_185,2012-02-24,108,live,2.0
143,user_143,user143@example.com,hash_password_143,2021-08-20,India,Genre_4,consumer,Recomendeitor,1090,143,130,comment,2021-12-10,130,Content_130,2014-02-23,97,live,3.0
609,user_609,user609@example.com,hash_password_609,2020-12-05,Spain,Genre_3,content_creator,Recomendeitor_Plus,1091,609,99,favorite,2021-08-28,99,Content_99,2017-06-15,157,short,4.0
309,user_309,user309@example.com,hash_password_309,2022-10-25,Italy,Genre_1,content_creator,Recomendeitor,1092,309,98,comment,2021-10-12,98,Content_98,2014-11-25,61,documentary,3.7
401,user_401,user401@example.com,hash_password_401,2021-02-27,France,Genre_5,moderator,Recomendeitor_Plus,1093,401,198,like,2021-11-17,198,Content_198,2021-02-20,175,short,2.3
320,user_320,user320@example.com,hash_password_320,2020-03-29,Canada,Genre_9,moderator,Recomendeitor_Plus,1094,320,31,share,2021-07-21,31,Content_31,2019-10-15,150,movie,3.3
212,user_212,user212@example.com,hash_password_212,2021-09-11,Germany,Genre_9,consumer,Recomendeitor,1095,212,151,comment,2021-05-01,151,Content_151,2019-11-13,60,short,4.8
317,user_317,user317@example.com,hash_password_317,2022-04-22,UK,Genre_6,consumer,Recomendeitor,1096,317,182,comment,2021-08-24,182,Content_182,2012-08-03,112,movie,4.5
185,user_185,user185@example.com,hash_password_185,2020-06-22,UK,,content_creator,Recomendeitor,1097,185,115,like,2021-01-09,115,Content_115,2013-10-28,168,live,1.3
205,user_205,user205@example.com,hash_password_205,2022-07-31,UK,Genre_5,admin,Recomendeitor_Plus,1098,205,156,favorite,2021-01-01,156,Content_156,2019-03-01,174,series,3.9
364,user_364,user364@example.com,hash_password_364,2020-04-22,Spain,Genre_8,admin,Recomendeitor,1099,364,147,comment,2022-02-11,147,Content_147,2014-10-24,171,live,4.4
216,user_216,user216@example.com,hash_password_216,2021-11-11,USA,Genre_5,moderator,Recomendeitor_Plus,1100,216,48,like,2022-09-26,48,Content_48,2017-06-01,108,short,3.3
246,user_246,user246@example.com,hash_password_246,2020-07-24,Brazil,Genre_3,content_creator,Recomendeitor_Plus,1101,246,2,like,2022-08-12,2,Content_2,2015-03-27,63,live,2.4
239,user_239,user239@example.com,hash_password_239,2022-03-09,India,Genre_2,consumer,Recomendeitor,1102,239,139,favorite,2022-10-21,139,Content_139,2012-04-28,165,live,3.9
805,user_805,user805@example.com,hash_password_805,2022-08-14,India,Genre_8,consumer,Recomendeitor_Plus,1103,805,172,favorite,2021-04-16,172,Content_172,2016-12-27,34,documentary,4.5
391,user_391,user391@example.com,hash_password_391,2022-05-11,India,Genre_7,content_creator,Recomendeitor,1104,391,101,share,2021-09-25,101,Content_101,2018-03-31,123,movie,2.7
520,user_520,user520@example.com,hash_password_520,2022-04-16,India,,consumer,Recomendeitor_Plus,1105,520,187,comment,2021-08-11,187,Content_187,2020-01-16,155,series,3.3
983,user_983,user983@example.com,hash_password_983,2020-04-20,UK,Genre_9,admin,Recomendeitor,1106,983,128,share,2021-12-31,128,Content_128,2018-03-18,47,movie,1.4
590,user_590,user590@example.com,hash_password_590,2022-01-08,France,Genre_3,moderator,Recomendeitor_Plus,1107,590,59,like,2022-02-20,59,Content_59,2012-09-26,75,series,3.0
836,user_836,user836@example.com,hash_password_836,2021-03-05,Spain,,admin,Recomendeitor_Plus,1108,836,120,comment,2021-01-07,120,Content_120,2012-08-14,84,movie,3.3
277,user_277,user277@example.com,hash_password_277,2021-10-17,USA,Genre_2,moderator,Recomendeitor,1109,277,38,like,2022-06-19,38,Content_38,2022-12-25,44,short,3.0
957,user_957,user957@example.com,hash_password_957,2020-06-03,Germany,Genre_1,content_creator,Recomendeitor,1110,957,153,like,2022-12-18,153,Content_153,2018-05-01,92,movie,2.5
202,user_202,user202@example.com,hash_password_202,2020-09-13,USA,Genre_10,moderator,Recomendeitor,1111,202,107,like,2022-01-18,107,Content_107,2022-01-28,88,series,2.5
214,user_214,user214@example.com,hash_password_214,2022-10-06,Germany,Genre_2,moderator,Recomendeitor_Plus,1112,214,21,favorite,2022-08-10,21,Content_21,2010-09-05,39,movie,4.0
606,user_606,user606@example.com,hash_password_606,2020-01-09,India,,admin,Recomendeitor,1113,606,42,favorite,2022-01-06,42,Content_42,2018-10-30,43,movie,1.7
478,user_478,user478@example.com,hash_password_478,2021-04-19,India,Genre_9,consumer,Recomendeitor_Plus,1114,478,164,comment,2021-08-21,164,Content_164,2017-09-30,158,documentary,1.9
508,user_508,user508@example.com,hash_password_508,2021-11-08,USA,Genre_8,consumer,Recomendeitor,1115,508,137,like,2021-01-08,137,Content_137,2018-08-25,73,documentary,4.7
976,user_976,user976@example.com,hash_password_976,2021-03-28,Brazil,Genre_5,consumer,Recomendeitor,1116,976,140,like,2022-08-18,140,Content_140,2011-03-10,148,series,4.4
75,user_75,user75@example.com,hash_password_75,2021-07-20,Brazil,Genre_5,content_creator,Recomendeitor_Plus,1117,75,10,comment,2021-12-01,10,Content_10,2021-09-19,44,short,1.4
982,user_982,user982@example.com,hash_password_982,2021-12-06,Canada,Genre_10,admin,Recomendeitor_Plus,1118,982,187,share,2022-09-12,187,Content_187,2020-01-16,155,series,3.3
669,user_669,user669@example.com,hash_password_669,2021-10-14,Japan,Genre_3,consumer,Recomendeitor_Plus,1119,669,133,like,2021-08-16,133,Content_133,2012-06-17,178,movie,4.3
665,user_665,user665@example.com,hash_password_665,2021-12-24,Italy,Genre_9,admin,Recomendeitor_Plus,1120,665,33,favorite,2022-04-09,33,Content_33,2010-05-09,142,series,3.6
954,user_954,user954@example.com,hash_password_954,2022-08-22,Japan,Genre_7,consumer,Recomendeitor,1121,954,69,share,2021-06-29,69,Content_69,2010-08-17,120,live,3.0
142,user_142,user142@example.com,hash_password_142,2020-04-08,Italy,,consumer,Recomendeitor,1122,142,80,share,2022-09-11,80,Content_80,2019-03-26,48,short,2.1
590,user_590,user590@example.com,hash_password_590,2022-01-08,France,Genre_3,moderator,Recomendeitor_Plus,1123,590,191,share,2021-01-06,191,Content_191,2011-09-12,150,movie,3.7
322,user_322,user322@example.com,hash_password_322,2022-06-26,Italy,Genre_9,moderator,Recomendeitor,1124,322,101,share,2022-03-02,101,Content_101,2018-03-31,123,movie,2.7
694,user_694,user694@example.com,hash_password_694,2022-11-05,India,Genre_10,admin,Recomendeitor,1125,694,29,share,2021-10-18,29,Content_29,2013-11-23,152,live,4.2
461,user_461,user461@example.com,hash_password_461,2020-02-08,Italy,Genre_6,content_creator,Recomendeitor,1126,461,146,share,2021-05-27,146,Content_146,2010-01-16,164,documentary,4.9
707,user_707,user707@example.com,hash_password_707,2020-02-12,Canada,Genre_6,moderator,Recomendeitor_Plus,1127,707,134,comment,2021-11-16,134,Content_134,2016-07-11,143,documentary,3.8
670,user_670,user670@example.com,hash_password_670,2021-08-28,Japan,Genre_8,admin,Recomendeitor,1128,670,53,comment,2022-11-17,53,Content_53,2015-12-03,54,short,4.6
146,user_146,user146@example.com,hash_password_146,2021-12-28,USA,Genre_6,admin,Recomendeitor,1129,146,160,share,2022-03-12,160,Content_160,2019-05-23,69,movie,1.0
54,user_54,user54@example.com,hash_password_54,2020-05-02,Canada,Genre_2,content_creator,Recomendeitor,1130,54,124,favorite,2021-12-06,124,Content_124,2018-08-29,102,movie,3.4
356,user_356,user356@example.com,hash_password_356,2021-02-16,Spain,Genre_3,admin,Recomendeitor_Plus,1131,356,42,comment,2021-11-03,42,Content_42,2018-10-30,43,movie,1.7
277,user_277,user277@example.com,hash_password_277,2021-10-17,USA,Genre_2,moderator,Recomendeitor,1132,277,47,comment,2021-07-14,47,Content_47,2019-12-17,84,movie,2.7
821,user_821,user821@example.com,hash_password_821,2022-11-03,Japan,Genre_8,admin,Recomendeitor,1133,821,159,share,2021-05-07,159,Content_159,2015-08-28,170,short,4.4
595,user_595,user595@example.com,hash_password_595,2022-09-05,Germany,Genre_4,moderator,Recomendeitor_Plus,1134,595,190,favorite,2022-07-10,190,Content_190,2017-06-28,22,short,1.0
400,user_400,user400@example.com,hash_password_400,2020-08-29,Brazil,Genre_2,moderator,Recomendeitor_Plus,1135,400,184,share,2022-07-27,184,Content_184,2010-08-19,50,documentary,4.2
668,user_668,user668@example.com,hash_password_668,2020-11-17,France,Genre_6,moderator,Recomendeitor,1136,668,11,favorite,2022-05-17,11,Content_11,2015-03-05,39,short,2.7
516,user_516,user516@example.com,hash_password_516,2020-03-09,Japan,Genre_9,content_creator,Recomendeitor,1137,516,154,favorite,2021-10-30,154,Content_154,2012-07-12,121,documentary,1.7
