id,username,email,password,date_of_registration,country,preferences,user_type,recommendation_system,user_id,content_id,id,title,release_date,duration,content_type,rating
627,user_627,user627@example.com,hash_password_627,2022-08-09,Germany,Genre_5,consumer,Recomendeitor,627,176,176,Content_176,2018-01-17,149,short,2.6
75,user_75,user75@example.com,hash_password_75,2021-07-20,Brazil,Genre_5,content_creator,Recomendeitor_Plus,75,165,165,Content_165,2015-06-23,22,series,3.8
98,user_98,user98@example.com,hash_password_98,2020-12-07,Italy,Genre_1,moderator,Recomendeitor,98,164,164,Content_164,2017-09-30,158,documentary,1.9
383,user_383,user383@example.com,hash_password_383,2022-04-23,UK,Genre_4,moderator,Recomendeitor_Plus,383,60,60,Content_60,2015-08-12,177,live,1.8
623,user_623,user623@example.com,hash_password_623,2022-05-18,USA,,admin,Recomendeitor,623,96,96,Content_96,2019-05-06,19,short,4.9
869,user_869,user869@example.com,hash_password_869,2021-05-28,Germany,Genre_3,moderator,Recomendeitor,869,8,8,Content_8,2012-02-12,178,documentary,4.4
370,user_370,user370@example.com,hash_password_370,2020-04-23,Italy,Genre_1,admin,Recomendeitor_Plus,370,135,135,Content_135,2013-03-30,78,movie,3.9
285,user_285,user285@example.com,hash_password_285,2020-06-01,Spain,Genre_1,moderator,Recomendeitor_Plus,285,107,107,Content_107,2022-01-28,88,series,2.5
256,user_256,user256@example.com,hash_password_256,2022-10-20,UK,Genre_8,consumer,Recomendeitor,256,171,171,Content_171,2013-12-22,26,series,3.9
830,user_830,user830@example.com,hash_password_830,2021-07-05,France,Genre_10,admin,Recomendeitor,830,58,58,Content_58,2011-10-12,25,movie,2.9
309,user_309,user309@example.com,hash_password_309,2022-10-25,Italy,Genre_1,content_creator,Recomendeitor,309,81,81,Content_81,2017-11-10,74,documentary,2.7
629,user_629,user629@example.com,hash_password_629,2021-10-24,Spain,,moderator,Recomendeitor_Plus,629,86,86,Content_86,2016-02-27,156,series,2.7
176,user_176,user176@example.com,hash_password_176,2021-08-03,USA,Genre_5,admin,Recomendeitor,176,174,174,Content_174,2015-06-01,30,series,4.2
228,user_228,user228@example.com,hash_password_228,2022-07-03,Italy,,admin,Recomendeitor,228,34,34,Content_34,2021-06-09,137,documentary,2.0
347,user_347,user347@example.com,hash_password_347,2022-06-25,UK,Genre_3,consumer,Recomendeitor,347,84,84,Content_84,2013-03-11,22,live,4.1
618,user_618,user618@example.com,hash_password_618,2021-12-10,Canada,Genre_3,content_creator,Recomendeitor,618,117,117,Content_117,2017-11-07,91,short,3.8
342,user_342,user342@example.com,hash_password_342,2020-03-02,India,,content_creator,Recomendeitor,342,200,200,Content_200,2011-04-10,109,live,2.6
896,user_896,user896@example.com,hash_password_896,2021-07-14,USA,Genre_1,admin,Recomendeitor_Plus,896,22,22,Content_22,2017-05-08,144,movie,2.5
962,user_962,user962@example.com,hash_password_962,2022-10-22,USA,Genre_9,content_creator,Recomendeitor_Plus,962,149,149,Content_149,2015-01-30,91,live,3.9
239,user_239,user239@example.com,hash_password_239,2022-03-09,India,Genre_2,consumer,Recomendeitor,239,15,15,Content_15,2018-07-07,28,short,1.5
612,user_612,user612@example.com,hash_password_612,2022-03-15,Brazil,Genre_3,consumer,Recomendeitor_Plus,612,133,133,Content_133,2012-06-17,178,movie,4.3
688,user_688,user688@example.com,hash_password_688,2021-02-27,Spain,Genre_10,admin,Recomendeitor,688,102,102,Content_102,2012-01-25,23,documentary,2.2
350,user_350,user350@example.com,hash_password_350,2021-05-06,Canada,Genre_10,consumer,Recomendeitor,350,145,145,Content_145,2014-07-19,146,live,2.3
955,user_955,user955@example.com,hash_password_955,2020-04-03,Germany,Genre_9,admin,Recomendeitor_Plus,955,200,200,Content_200,2011-04-10,109,live,2.6
455,user_455,user455@example.com,hash_password_455,2022-08-22,Brazil,Genre_2,content_creator,Recomendeitor,455,147,147,Content_147,2014-10-24,171,live,4.4
441,user_441,user441@example.com,hash_password_441,2020-07-16,Italy,Genre_6,admin,Recomendeitor,441,5,5,Content_5,2019-09-07,73,movie,3.5
761,user_761,user761@example.com,hash_password_761,2022-06-17,Canada,Genre_10,consumer,Recomendeitor_Plus,761,23,23,Content_23,2022-07-01,76,series,2.6
588,user_588,user588@example.com,hash_password_588,2020-03-12,France,Genre_4,content_creator,Recomendeitor_Plus,588,83,83,Content_83,2010-12-03,167,movie,1.5
515,user_515,user515@example.com,hash_password_515,2021-01-30,UK,,consumer,Recomendeitor,515,14,14,Content_14,2014-08-19,172,movie,3.6
81,user_81,user81@example.com,hash_password_81,2021-02-18,Italy,Genre_1,admin,Recomendeitor_Plus,81,10,10,Content_10,2021-09-19,44,short,1.4
361,user_361,user361@example.com,hash_password_361,2021-04-11,Germany,Genre_7,admin,Recomendeitor,361,31,31,Content_31,2019-10-15,150,movie,3.3
288,user_288,user288@example.com,hash_password_288,2022-04-19,France,,content_creator,Recomendeitor,288,141,141,Content_141,2014-09-13,130,live,2.1
8,user_8,user8@example.com,hash_password_8,2020-06-08,Italy,Genre_5,moderator,Recomendeitor,8,127,127,Content_127,2017-01-25,105,series,4.0
87,user_87,user87@example.com,hash_password_87,2022-09-13,UK,Genre_7,consumer,Recomendeitor_Plus,87,150,150,Content_150,2019-12-27,152,documentary,3.2
998,user_998,user998@example.com,hash_password_998,2020-08-08,Brazil,Genre_5,moderator,Recomendeitor_Plus,998,37,37,Content_37,2010-09-07,173,movie,1.4
286,user_286,user286@example.com,hash_password_286,2020-03-19,Brazil,Genre_1,content_creator,Recomendeitor_Plus,286,167,167,Content_167,2021-11-13,170,short,3.2
399,user_399,user399@example.com,hash_password_399,2022-05-09,India,Genre_4,consumer,Recomendeitor,399,138,138,Content_138,2022-09-12,166,series,3.8
74,user_74,user74@example.com,hash_password_74,2022-09-14,France,Genre_2,moderator,Recomendeitor_Plus,74,31,31,Content_31,2019-10-15,150,movie,3.3
439,user_439,user439@example.com,hash_password_439,2020-08-18,Germany,Genre_3,moderator,Recomendeitor,439,171,171,Content_171,2013-12-22,26,series,3.9
123,user_123,user123@example.com,hash_password_123,2021-02-12,UK,Genre_1,content_creator,Recomendeitor,123,99,99,Content_99,2017-06-15,157,short,4.0
377,user_377,user377@example.com,hash_password_377,2020-04-16,Germany,,consumer,Recomendeitor_Plus,377,164,164,Content_164,2017-09-30,158,documentary,1.9
806,user_806,user806@example.com,hash_password_806,2022-04-16,USA,Genre_7,content_creator,Recomendeitor_Plus,806,35,35,Content_35,2014-08-02,136,movie,1.8
143,user_143,user143@example.com,hash_password_143,2021-08-20,India,Genre_4,consumer,Recomendeitor,143,111,111,Content_111,2010-03-26,68,live,4.0
158,user_158,user158@example.com,hash_password_158,2020-06-22,UK,Genre_4,admin,Recomendeitor_Plus,158,68,68,Content_68,2019-05-12,22,documentary,4.8
430,user_430,user430@example.com,hash_password_430,2020-06-22,Canada,Genre_3,content_creator,Recomendeitor_Plus,430,183,183,Content_183,2018-06-05,37,documentary,3.7
448,user_448,user448@example.com,hash_password_448,2022-11-25,USA,Genre_3,consumer,Recomendeitor,448,117,117,Content_117,2017-11-07,91,short,3.8
410,user_410,user410@example.com,hash_password_410,2022-02-24,France,,moderator,Recomendeitor,410,196,196,Content_196,2012-06-14,146,series,2.4
371,user_371,user371@example.com,hash_password_371,2022-04-15,Germany,Genre_10,content_creator,Recomendeitor_Plus,371,126,126,Content_126,2014-08-27,27,series,3.9
109,user_109,user109@example.com,hash_password_109,2022-05-31,Spain,Genre_8,content_creator,Recomendeitor,109,175,175,Content_175,2022-09-02,93,short,3.2
846,user_846,user846@example.com,hash_password_846,2021-01-08,Brazil,Genre_1,admin,Recomendeitor,846,6,6,Content_6,2014-11-29,135,short,1.9
707,user_707,user707@example.com,hash_password_707,2020-02-12,Canada,Genre_6,moderator,Recomendeitor_Plus,707,119,119,Content_119,2021-01-07,136,documentary,4.1
36,user_36,user36@example.com,hash_password_36,2021-06-12,France,Genre_5,moderator,Recomendeitor,36,156,156,Content_156,2019-03-01,174,series,3.9
90,user_90,user90@example.com,hash_password_90,2021-01-15,UK,Genre_3,admin,Recomendeitor,90,30,30,Content_30,2021-06-21,46,series,2.0
974,user_974,user974@example.com,hash_password_974,2022-07-11,Spain,Genre_9,moderator,Recomendeitor_Plus,974,155,155,Content_155,2017-08-06,65,live,4.1
415,user_415,user415@example.com,hash_password_415,2022-09-12,Germany,Genre_6,admin,Recomendeitor,415,69,69,Content_69,2010-08-17,120,live,3.0
974,user_974,user974@example.com,hash_password_974,2022-07-11,Spain,Genre_9,moderator,Recomendeitor_Plus,974,108,108,Content_108,2012-09-11,31,movie,4.6
296,user_296,user296@example.com,hash_password_296,2020-11-28,USA,Genre_5,admin,Recomendeitor,296,167,167,Content_167,2021-11-13,170,short,3.2
842,user_842,user842@example.com,hash_password_842,2021-01-09,India,,moderator,Recomendeitor,842,35,35,Content_35,2014-08-02,136,movie,1.8
713,user_713,user713@example.com,hash_password_713,2020-10-09,USA,Genre_8,moderator,Recomendeitor,713,103,103,Content_103,2010-06-29,165,series,2.3
46,user_46,user46@example.com,hash_password_46,2021-06-18,France,Genre_9,consumer,Recomendeitor,46,44,44,Content_44,2017-07-10,13,series,2.1
488,user_488,user488@example.com,hash_password_488,2021-03-09,UK,,consumer,Recomendeitor_Plus,488,143,143,Content_143,2015-10-13,116,series,1.8
619,user_619,user619@example.com,hash_password_619,2020-07-26,France,Genre_1,consumer,Recomendeitor,619,160,160,Content_160,2019-05-23,69,movie,1.0
170,user_170,user170@example.com,hash_password_170,2021-04-08,Canada,Genre_4,moderator,Recomendeitor_Plus,170,29,29,Content_29,2013-11-23,152,live,4.2
146,user_146,user146@example.com,hash_password_146,2021-12-28,USA,Genre_6,admin,Recomendeitor,146,191,191,Content_191,2011-09-12,150,movie,3.7
868,user_868,user868@example.com,hash_password_868,2022-05-04,Spain,Genre_1,admin,Recomendeitor_Plus,868,6,6,Content_6,2014-11-29,135,short,1.9
420,user_420,user420@example.com,hash_password_420,2021-06-02,Italy,Genre_2,consumer,Recomendeitor,420,27,27,Content_27,2010-06-10,46,series,3.3
972,user_972,user972@example.com,hash_password_972,2021-11-30,USA,Genre_10,admin,Recomendeitor,972,28,28,Content_28,2011-07-22,10,live,2.4
690,user_690,user690@example.com,hash_password_690,2022-01-24,Canada,Genre_7,content_creator,Recomendeitor,690,133,133,Content_133,2012-06-17,178,movie,4.3
573,user_573,user573@example.com,hash_password_573,2020-05-11,Germany,Genre_4,moderator,Recomendeitor,573,169,169,Content_169,2019-09-24,117,live,1.2
936,user_936,user936@example.com,hash_password_936,2020-05-12,USA,Genre_9,moderator,Recomendeitor_Plus,936,56,56,Content_56,2015-06-18,132,series,2.7
3,user_3,user3@example.com,hash_password_3,2020-02-08,Brazil,,moderator,Recomendeitor_Plus,3,112,112,Content_112,2019-05-25,17,documentary,2.6
594,user_594,user594@example.com,hash_password_594,2021-10-05,UK,,consumer,Recomendeitor,594,54,54,Content_54,2016-12-12,70,documentary,4.8
263,user_263,user263@example.com,hash_password_263,2022-11-12,Spain,Genre_6,content_creator,Recomendeitor_Plus,263,80,80,Content_80,2019-03-26,48,short,2.1
799,user_799,user799@example.com,hash_password_799,2020-08-25,Italy,Genre_7,consumer,Recomendeitor_Plus,799,105,105,Content_105,2020-05-11,62,series,4.3
321,user_321,user321@example.com,hash_password_321,2020-03-18,Spain,Genre_2,content_creator,Recomendeitor,321,18,18,Content_18,2017-06-13,35,documentary,4.7
607,user_607,user607@example.com,hash_password_607,2020-06-14,Japan,Genre_4,content_creator,Recomendeitor_Plus,607,43,43,Content_43,2021-01-31,137,short,4.5
576,user_576,user576@example.com,hash_password_576,2022-10-28,Italy,Genre_4,moderator,Recomendeitor,576,89,89,Content_89,2018-06-25,66,short,4.9
246,user_246,user246@example.com,hash_password_246,2020-07-24,Brazil,Genre_3,content_creator,Recomendeitor_Plus,246,74,74,Content_74,2015-07-02,129,movie,3.8
589,user_589,user589@example.com,hash_password_589,2021-01-15,Spain,Genre_1,content_creator,Recomendeitor,589,157,157,Content_157,2018-03-29,154,documentary,2.5
477,user_477,user477@example.com,hash_password_477,2021-06-27,Germany,Genre_10,admin,Recomendeitor,477,10,10,Content_10,2021-09-19,44,short,1.4
259,user_259,user259@example.com,hash_password_259,2021-10-20,India,Genre_2,content_creator,Recomendeitor_Plus,259,134,134,Content_134,2016-07-11,143,documentary,3.8
93,user_93,user93@example.com,hash_password_93,2021-08-12,France,Genre_3,admin,Recomendeitor,93,89,89,Content_89,2018-06-25,66,short,4.9
803,user_803,user803@example.com,hash_password_803,2022-10-07,Spain,Genre_9,admin,Recomendeitor_Plus,803,132,132,Content_132,2019-05-19,17,short,4.7
783,user_783,user783@example.com,hash_password_783,2022-04-07,Canada,Genre_3,moderator,Recomendeitor_Plus,783,34,34,Content_34,2021-06-09,137,documentary,2.0
533,user_533,user533@example.com,hash_password_533,2021-04-11,France,Genre_7,moderator,Recomendeitor_Plus,533,83,83,Content_83,2010-12-03,167,movie,1.5
574,user_574,user574@example.com,hash_password_574,2021-03-16,Brazil,,moderator,Recomendeitor_Plus,574,161,161,Content_161,2022-12-24,129,short,3.8
339,user_339,user339@example.com,hash_password_339,2021-01-17,Brazil,Genre_3,content_creator,Recomendeitor,339,132,132,Content_132,2019-05-19,17,short,4.7
924,user_924,user924@example.com,hash_password_924,2020-04-11,India,Genre_5,admin,Recomendeitor,924,172,172,Content_172,2016-12-27,34,documentary,4.5
260,user_260,user260@example.com,hash_password_260,2021-09-30,Canada,Genre_7,admin,Recomendeitor_Plus,260,98,98,Content_98,2014-11-25,61,documentary,3.7
237,user_237,user237@example.com,hash_password_237,2021-05-28,Italy,Genre_5,admin,Recomendeitor,237,31,31,Content_31,2019-10-15,150,movie,3.3
141,user_141,user141@example.com,hash_password_141,2022-07-15,Japan,Genre_8,moderator,Recomendeitor_Plus,141,80,80,Content_80,2019-03-26,48,short,2.1
975,user_975,user975@example.com,hash_password_975,2021-12-30,Germany,Genre_3,content_creator,Recomendeitor_Plus,975,194,194,Content_194,2010-04-06,139,documentary,2.2
947,user_947,user947@example.com,hash_password_947,2021-11-30,UK,Genre_9,admin,Recomendeitor_Plus,947,186,186,Content_186,2018-07-19,56,series,3.5
944,user_944,user944@example.com,hash_password_944,2020-12-16,Brazil,Genre_6,consumer,Recomendeitor,944,60,60,Content_60,2015-08-12,177,live,1.8
679,user_679,user679@example.com,hash_password_679,2021-04-08,USA,Genre_8,admin,Recomendeitor_Plus,679,2,2,Content_2,2015-03-27,63,live,2.4
480,user_480,user480@example.com,hash_password_480,2020-12-12,India,Genre_9,consumer,Recomendeitor_Plus,480,36,36,Content_36,2019-10-21,10,documentary,4.7
579,user_579,user579@example.com,hash_password_579,2021-06-04,India,Genre_1,moderator,Recomendeitor_Plus,579,198,198,Content_198,2021-02-20,175,short,2.3
350,user_350,user350@example.com,hash_password_350,2021-05-06,Canada,Genre_10,consumer,Recomendeitor,350,125,125,Content_125,2022-01-01,163,movie,2.2
570,user_570,user570@example.com,hash_password_570,2022-01-05,UK,,admin,Recomendeitor_Plus,570,188,188,Content_188,2015-08-25,114,live,4.3
724,user_724,user724@example.com,hash_password_724,2021-10-16,Japan,Genre_10,content_creator,Recomendeitor,724,151,151,Content_151,2019-11-13,60,short,4.8
130,user_130,user130@example.com,hash_password_130,2020-08-02,Italy,Genre_8,consumer,Recomendeitor_Plus,130,103,103,Content_103,2010-06-29,165,series,2.3
537,user_537,user537@example.com,hash_password_537,2021-09-26,India,Genre_7,moderator,Recomendeitor,537,175,175,Content_175,2022-09-02,93,short,3.2
11,user_11,user11@example.com,hash_password_11,2020-05-15,Germany,Genre_1,consumer,Recomendeitor_Plus,11,116,116,Content_116,2011-12-07,43,short,3.2
257,user_257,user257@example.com,hash_password_257,2021-10-31,India,Genre_3,admin,Recomendeitor,257,101,101,Content_101,2018-03-31,123,movie,2.7
816,user_816,user816@example.com,hash_password_816,2021-12-01,Canada,Genre_2,moderator,Recomendeitor,816,46,46,Content_46,2013-02-01,111,series,3.3
369,user_369,user369@example.com,hash_password_369,2020-06-04,France,Genre_2,content_creator,Recomendeitor,369,80,80,Content_80,2019-03-26,48,short,2.1
944,user_944,user944@example.com,hash_password_944,2020-12-16,Brazil,Genre_6,consumer,Recomendeitor,944,107,107,Content_107,2022-01-28,88,series,2.5
394,user_394,user394@example.com,hash_password_394,2020-06-09,Japan,Genre_1,content_creator,Recomendeitor_Plus,394,44,44,Content_44,2017-07-10,13,series,2.1
593,user_593,user593@example.com,hash_password_593,2021-12-08,UK,Genre_7,admin,Recomendeitor,593,147,147,Content_147,2014-10-24,171,live,4.4
798,user_798,user798@example.com,hash_password_798,2021-12-15,Japan,Genre_2,content_creator,Recomendeitor_Plus,798,49,49,Content_49,2020-10-19,81,short,3.1
419,user_419,user419@example.com,hash_password_419,2020-01-06,France,,consumer,Recomendeitor,419,88,88,Content_88,2022-11-14,28,live,1.2
882,user_882,user882@example.com,hash_password_882,2022-12-08,Spain,Genre_8,moderator,Recomendeitor,882,58,58,Content_58,2011-10-12,25,movie,2.9
19,user_19,user19@example.com,hash_password_19,2022-02-24,Spain,,moderator,Recomendeitor_Plus,19,91,91,Content_91,2017-07-09,40,series,2.2
110,user_110,user110@example.com,hash_password_110,2021-05-03,UK,Genre_7,consumer,Recomendeitor,110,135,135,Content_135,2013-03-30,78,movie,3.9
437,user_437,user437@example.com,hash_password_437,2022-06-23,Brazil,Genre_1,consumer,Recomendeitor,437,94,94,Content_94,2013-06-18,41,movie,1.0
505,user_505,user505@example.com,hash_password_505,2021-11-06,India,,consumer,Recomendeitor_Plus,505,169,169,Content_169,2019-09-24,117,live,1.2
34,user_34,user34@example.com,hash_password_34,2022-12-20,UK,Genre_5,content_creator,Recomendeitor,34,78,78,Content_78,2010-01-08,127,live,4.5
288,user_288,user288@example.com,hash_password_288,2022-04-19,France,,content_creator,Recomendeitor,288,122,122,Content_122,2022-03-11,58,short,1.2
844,user_844,user844@example.com,hash_password_844,2022-01-28,UK,Genre_5,admin,Recomendeitor,844,143,143,Content_143,2015-10-13,116,series,1.8
255,user_255,user255@example.com,hash_password_255,2020-05-30,Germany,Genre_7,consumer,Recomendeitor_Plus,255,76,76,Content_76,2016-11-16,64,movie,3.6
638,user_638,user638@example.com,hash_password_638,2021-03-06,France,Genre_4,consumer,Recomendeitor,638,53,53,Content_53,2015-12-03,54,short,4.6
721,user_721,user721@example.com,hash_password_721,2021-06-08,Japan,Genre_6,moderator,Recomendeitor_Plus,721,23,23,Content_23,2022-07-01,76,series,2.6
134,user_134,user134@example.com,hash_password_134,2020-03-14,Spain,Genre_3,moderator,Recomendeitor,134,77,77,Content_77,2018-10-03,36,movie,1.6
499,user_499,user499@example.com,hash_password_499,2020-10-04,India,Genre_10,consumer,Recomendeitor_Plus,499,73,73,Content_73,2014-04-18,145,documentary,2.3
397,user_397,user397@example.com,hash_password_397,2020-06-28,Canada,Genre_8,admin,Recomendeitor_Plus,397,88,88,Content_88,2022-11-14,28,live,1.2
487,user_487,user487@example.com,hash_password_487,2020-04-17,USA,Genre_8,moderator,Recomendeitor_Plus,487,103,103,Content_103,2010-06-29,165,series,2.3
598,user_598,user598@example.com,hash_password_598,2022-12-17,India,Genre_6,admin,Recomendeitor_Plus,598,94,94,Content_94,2013-06-18,41,movie,1.0
587,user_587,user587@example.com,hash_password_587,2020-02-07,Japan,Genre_2,admin,Recomendeitor,587,193,193,Content_193,2017-10-10,40,movie,3.2
960,user_960,user960@example.com,hash_password_960,2020-11-23,Spain,Genre_5,content_creator,Recomendeitor,960,60,60,Content_60,2015-08-12,177,live,1.8
647,user_647,user647@example.com,hash_password_647,2020-12-30,Japan,Genre_6,admin,Recomendeitor_Plus,647,10,10,Content_10,2021-09-19,44,short,1.4
813,user_813,user813@example.com,hash_password_813,2021-01-16,Canada,,admin,Recomendeitor,813,102,102,Content_102,2012-01-25,23,documentary,2.2
685,user_685,user685@example.com,hash_password_685,2020-12-08,Japan,Genre_9,admin,Recomendeitor_Plus,685,58,58,Content_58,2011-10-12,25,movie,2.9
213,user_213,user213@example.com,hash_password_213,2022-11-09,Italy,Genre_6,moderator,Recomendeitor,213,175,175,Content_175,2022-09-02,93,short,3.2
833,user_833,user833@example.com,hash_password_833,2021-03-10,France,Genre_5,content_creator,Recomendeitor_Plus,833,143,143,Content_143,2015-10-13,116,series,1.8
350,user_350,user350@example.com,hash_password_350,2021-05-06,Canada,Genre_10,consumer,Recomendeitor,350,9,9,Content_9,2017-12-22,161,short,3.9
19,user_19,user19@example.com,hash_password_19,2022-02-24,Spain,,moderator,Recomendeitor_Plus,19,13,13,Content_13,2016-11-06,56,short,2.9
119,user_119,user119@example.com,hash_password_119,2020-08-04,Italy,Genre_7,admin,Recomendeitor_Plus,119,151,151,Content_151,2019-11-13,60,short,4.8
815,user_815,user815@example.com,hash_password_815,2021-03-09,Spain,Genre_9,moderator,Recomendeitor,815,161,161,Content_161,2022-12-24,129,short,3.8
302,user_302,user302@example.com,hash_password_302,2021-08-29,Brazil,,consumer,Recomendeitor,302,137,137,Content_137,2018-08-25,73,documentary,4.7
285,user_285,user285@example.com,hash_password_285,2020-06-01,Spain,Genre_1,moderator,Recomendeitor_Plus,285,131,131,Content_131,2017-10-09,59,short,2.5
227,user_227,user227@example.com,hash_password_227,2020-12-23,UK,Genre_6,admin,Recomendeitor,227,73,73,Content_73,2014-04-18,145,documentary,2.3
507,user_507,user507@example.com,hash_password_507,2021-05-02,UK,Genre_6,consumer,Recomendeitor,507,116,116,Content_116,2011-12-07,43,short,3.2
501,user_501,user501@example.com,hash_password_501,2021-02-16,India,Genre_8,admin,Recomendeitor,501,153,153,Content_153,2018-05-01,92,movie,2.5
212,user_212,user212@example.com,hash_password_212,2021-09-11,Germany,Genre_9,consumer,Recomendeitor,212,125,125,Content_125,2022-01-01,163,movie,2.2
356,user_356,user356@example.com,hash_password_356,2021-02-16,Spain,Genre_3,admin,Recomendeitor_Plus,356,111,111,Content_111,2010-03-26,68,live,4.0
701,user_701,user701@example.com,hash_password_701,2022-04-09,Italy,Genre_8,moderator,Recomendeitor,701,71,71,Content_71,2011-07-02,43,live,4.2
487,user_487,user487@example.com,hash_password_487,2020-04-17,USA,Genre_8,moderator,Recomendeitor_Plus,487,164,164,Content_164,2017-09-30,158,documentary,1.9
321,user_321,user321@example.com,hash_password_321,2020-03-18,Spain,Genre_2,content_creator,Recomendeitor,321,89,89,Content_89,2018-06-25,66,short,4.9
663,user_663,user663@example.com,hash_password_663,2021-05-29,UK,Genre_1,moderator,Recomendeitor_Plus,663,20,20,Content_20,2020-03-05,80,live,1.2
223,user_223,user223@example.com,hash_password_223,2021-06-09,India,Genre_6,admin,Recomendeitor,223,81,81,Content_81,2017-11-10,74,documentary,2.7
640,user_640,user640@example.com,hash_password_640,2022-01-22,Brazil,Genre_7,content_creator,Recomendeitor,640,182,182,Content_182,2012-08-03,112,movie,4.5
760,user_760,user760@example.com,hash_password_760,2020-06-16,Japan,Genre_5,admin,Recomendeitor_Plus,760,90,90,Content_90,2020-08-22,34,short,1.9
563,user_563,user563@example.com,hash_password_563,2021-05-15,UK,Genre_1,consumer,Recomendeitor,563,19,19,Content_19,2011-05-15,122,documentary,5.0
191,user_191,user191@example.com,hash_password_191,2022-05-31,Germany,Genre_9,moderator,Recomendeitor_Plus,191,188,188,Content_188,2015-08-25,114,live,4.3
995,user_995,user995@example.com,hash_password_995,2022-10-03,Italy,Genre_7,moderator,Recomendeitor_Plus,995,165,165,Content_165,2015-06-23,22,series,3.8
500,user_500,user500@example.com,hash_password_500,2022-06-20,UK,Genre_3,consumer,Recomendeitor,500,112,112,Content_112,2019-05-25,17,documentary,2.6
495,user_495,user495@example.com,hash_password_495,2021-05-29,France,Genre_1,admin,Recomendeitor_Plus,495,131,131,Content_131,2017-10-09,59,short,2.5
237,user_237,user237@example.com,hash_password_237,2021-05-28,Italy,Genre_5,admin,Recomendeitor,237,107,107,Content_107,2022-01-28,88,series,2.5
22,user_22,user22@example.com,hash_password_22,2022-05-21,USA,Genre_5,admin,Recomendeitor,22,121,121,Content_121,2018-06-24,114,movie,4.8
622,user_622,user622@example.com,hash_password_622,2022-04-05,Spain,Genre_2,moderator,Recomendeitor_Plus,622,92,92,Content_92,2022-12-06,90,short,2.2
327,user_327,user327@example.com,hash_password_327,2020-03-29,USA,Genre_10,admin,Recomendeitor,327,147,147,Content_147,2014-10-24,171,live,4.4
545,user_545,user545@example.com,hash_password_545,2021-10-15,India,Genre_8,admin,Recomendeitor,545,181,181,Content_181,2021-02-03,57,series,2.2
127,user_127,user127@example.com,hash_password_127,2021-09-12,Germany,Genre_8,consumer,Recomendeitor_Plus,127,174,174,Content_174,2015-06-01,30,series,4.2
365,user_365,user365@example.com,hash_password_365,2020-01-15,France,Genre_1,admin,Recomendeitor_Plus,365,80,80,Content_80,2019-03-26,48,short,2.1
868,user_868,user868@example.com,hash_password_868,2022-05-04,Spain,Genre_1,admin,Recomendeitor_Plus,868,184,184,Content_184,2010-08-19,50,documentary,4.2
44,user_44,user44@example.com,hash_password_44,2020-05-30,India,Genre_3,moderator,Recomendeitor_Plus,44,198,198,Content_198,2021-02-20,175,short,2.3
519,user_519,user519@example.com,hash_password_519,2022-03-18,UK,Genre_4,consumer,Recomendeitor,519,31,31,Content_31,2019-10-15,150,movie,3.3
128,user_128,user128@example.com,hash_password_128,2021-07-16,France,Genre_7,consumer,Recomendeitor,128,53,53,Content_53,2015-12-03,54,short,4.6
603,user_603,user603@example.com,hash_password_603,2020-08-17,Spain,Genre_8,content_creator,Recomendeitor_Plus,603,113,113,Content_113,2016-12-10,21,documentary,3.4
130,user_130,user130@example.com,hash_password_130,2020-08-02,Italy,Genre_8,consumer,Recomendeitor_Plus,130,34,34,Content_34,2021-06-09,137,documentary,2.0
529,user_529,user529@example.com,hash_password_529,2022-08-26,Japan,Genre_10,moderator,Recomendeitor_Plus,529,31,31,Content_31,2019-10-15,150,movie,3.3
321,user_321,user321@example.com,hash_password_321,2020-03-18,Spain,Genre_2,content_creator,Recomendeitor,321,188,188,Content_188,2015-08-25,114,live,4.3
186,user_186,user186@example.com,hash_password_186,2021-07-17,Canada,Genre_7,moderator,Recomendeitor,186,139,139,Content_139,2012-04-28,165,live,3.9
622,user_622,user622@example.com,hash_password_622,2022-04-05,Spain,Genre_2,moderator,Recomendeitor_Plus,622,6,6,Content_6,2014-11-29,135,short,1.9
798,user_798,user798@example.com,hash_password_798,2021-12-15,Japan,Genre_2,content_creator,Recomendeitor_Plus,798,27,27,Content_27,2010-06-10,46,series,3.3
982,user_982,user982@example.com,hash_password_982,2021-12-06,Canada,Genre_10,admin,Recomendeitor_Plus,982,7,7,Content_7,2017-06-21,30,series,2.3
348,user_348,user348@example.com,hash_password_348,2022-05-28,Italy,Genre_2,content_creator,Recomendeitor,348,49,49,Content_49,2020-10-19,81,short,3.1
481,user_481,user481@example.com,hash_password_481,2020-02-06,Germany,Genre_5,admin,Recomendeitor_Plus,481,96,96,Content_96,2019-05-06,19,short,4.9
922,user_922,user922@example.com,hash_password_922,2022-01-12,Japan,Genre_3,admin,Recomendeitor_Plus,922,200,200,Content_200,2011-04-10,109,live,2.6
675,user_675,user675@example.com,hash_password_675,2021-08-13,USA,Genre_6,consumer,Recomendeitor_Plus,675,60,60,Content_60,2015-08-12,177,live,1.8
959,user_959,user959@example.com,hash_password_959,2022-08-29,Germany,Genre_7,admin,Recomendeitor_Plus,959,33,33,Content_33,2010-05-09,142,series,3.6
587,user_587,user587@example.com,hash_password_587,2020-02-07,Japan,Genre_2,admin,Recomendeitor,587,47,47,Content_47,2019-12-17,84,movie,2.7
