id,username,email,password,date_of_registration,country,preferences,user_type,recommendation_system,id,user_id,content_id,view_date,duration_viewed,recommendation_system,id,title,release_date,duration,content_type,rating
758,user_758,user758@example.com,hash_password_758,2020-09-11,France,Genre_7,content_creator,Recomendeitor_Plus,1580,758,11,2022-04-20,179,Recomendeitor,11,Content_11,2015-03-05,39,short,2.7
642,user_642,user642@example.com,hash_password_642,2021-01-06,Spain,Genre_4,consumer,Recomendeitor_Plus,1581,642,193,2021-04-03,50,Recomendeitor_Plus,193,Content_193,2017-10-10,40,movie,3.2
474,user_474,user474@example.com,hash_password_474,2020-12-11,France,Genre_3,consumer,Recomendeitor_Plus,1582,474,79,2021-04-10,124,Recomendeitor,79,Content_79,2021-03-10,62,documentary,3.2
827,user_827,user827@example.com,hash_password_827,2020-10-09,Canada,Genre_3,admin,Recomendeitor,1583,827,115,2021-03-17,19,Recomendeitor,115,Content_115,2013-10-28,168,live,1.3
923,user_923,user923@example.com,hash_password_923,2020-06-26,Germany,Genre_5,consumer,Recomendeitor_Plus,1584,923,68,2021-11-02,1,Recomendeitor,68,Content_68,2019-05-12,22,documentary,4.8
283,user_283,user283@example.com,hash_password_283,2021-11-19,Spain,Genre_9,admin,Recomendeitor,1585,283,43,2021-10-17,40,Recomendeitor_Plus,43,Content_43,2021-01-31,137,short,4.5
591,user_591,user591@example.com,hash_password_591,2022-08-07,France,Genre_9,admin,Recomendeitor,1586,591,69,2022-09-10,160,Recomendeitor_Plus,69,Content_69,2010-08-17,120,live,3.0
72,user_72,user72@example.com,hash_password_72,2021-03-07,France,Genre_6,content_creator,Recomendeitor,1587,72,141,2021-09-21,22,Recomendeitor,141,Content_141,2014-09-13,130,live,2.1
263,user_263,user263@example.com,hash_password_263,2022-11-12,Spain,Genre_6,content_creator,Recomendeitor_Plus,1588,263,138,2022-03-10,112,Recomendeitor,138,Content_138,2022-09-12,166,series,3.8
703,user_703,user703@example.com,hash_password_703,2021-09-04,Canada,Genre_3,moderator,Recomendeitor,1589,703,75,2022-12-31,40,Recomendeitor_Plus,75,Content_75,2011-12-22,135,documentary,4.1
879,user_879,user879@example.com,hash_password_879,2021-05-05,Germany,Genre_2,admin,Recomendeitor,1590,879,103,2021-10-11,38,Recomendeitor_Plus,103,Content_103,2010-06-29,165,series,2.3
887,user_887,user887@example.com,hash_password_887,2021-03-05,Italy,Genre_4,content_creator,Recomendeitor_Plus,1591,887,41,2022-08-10,48,Recomendeitor_Plus,41,Content_41,2018-01-02,18,documentary,1.1
942,user_942,user942@example.com,hash_password_942,2022-07-15,France,Genre_6,admin,Recomendeitor_Plus,1592,942,178,2021-04-23,75,Recomendeitor_Plus,178,Content_178,2016-06-26,51,live,4.5
575,user_575,user575@example.com,hash_password_575,2022-03-11,India,Genre_3,moderator,Recomendeitor,1593,575,199,2021-06-04,179,Recomendeitor_Plus,199,Content_199,2012-08-17,63,movie,3.9
1000,user_1000,user1000@example.com,hash_password_1000,2020-04-02,India,Genre_4,admin,Recomendeitor_Plus,1594,1000,59,2022-04-13,107,Recomendeitor,59,Content_59,2012-09-26,75,series,3.0
892,user_892,user892@example.com,hash_password_892,2020-06-05,Germany,Genre_7,content_creator,Recomendeitor,1595,892,39,2022-01-31,8,Recomendeitor,39,Content_39,2022-11-13,113,short,1.9
12,user_12,user12@example.com,hash_password_12,2022-07-06,Brazil,Genre_10,admin,Recomendeitor_Plus,1596,12,3,2021-11-08,86,Recomendeitor,3,Content_3,2020-02-15,147,live,4.7
141,user_141,user141@example.com,hash_password_141,2022-07-15,Japan,Genre_8,moderator,Recomendeitor_Plus,1597,141,7,2022-01-24,68,Recomendeitor,7,Content_7,2017-06-21,30,series,2.3
766,user_766,user766@example.com,hash_password_766,2021-08-06,India,Genre_4,content_creator,Recomendeitor,1598,766,49,2021-02-01,75,Recomendeitor_Plus,49,Content_49,2020-10-19,81,short,3.1
555,user_555,user555@example.com,hash_password_555,2020-01-01,Spain,Genre_4,moderator,Recomendeitor_Plus,1599,555,26,2021-02-05,137,Recomendeitor_Plus,26,Content_26,2014-04-05,34,live,4.8
17,user_17,user17@example.com,hash_password_17,2020-12-05,Canada,Genre_9,moderator,Recomendeitor_Plus,1600,17,161,2021-01-31,90,Recomendeitor_Plus,161,Content_161,2022-12-24,129,short,3.8
63,user_63,user63@example.com,hash_password_63,2020-04-18,Canada,Genre_9,moderator,Recomendeitor_Plus,1601,63,101,2021-04-17,130,Recomendeitor_Plus,101,Content_101,2018-03-31,123,movie,2.7
253,user_253,user253@example.com,hash_password_253,2020-10-22,Spain,Genre_1,moderator,Recomendeitor,1602,253,176,2022-07-09,80,Recomendeitor_Plus,176,Content_176,2018-01-17,149,short,2.6
465,user_465,user465@example.com,hash_password_465,2022-11-06,Japan,Genre_4,consumer,Recomendeitor,1603,465,79,2021-09-16,95,Recomendeitor,79,Content_79,2021-03-10,62,documentary,3.2
376,user_376,user376@example.com,hash_password_376,2021-06-26,Brazil,Genre_2,admin,Recomendeitor_Plus,1604,376,2,2022-09-17,70,Recomendeitor,2,Content_2,2015-03-27,63,live,2.4
804,user_804,user804@example.com,hash_password_804,2021-02-23,Japan,Genre_6,moderator,Recomendeitor,1605,804,127,2022-01-03,90,Recomendeitor,127,Content_127,2017-01-25,105,series,4.0
981,user_981,user981@example.com,hash_password_981,2022-12-28,Germany,Genre_5,consumer,Recomendeitor_Plus,1606,981,199,2022-02-08,59,Recomendeitor,199,Content_199,2012-08-17,63,movie,3.9
520,user_520,user520@example.com,hash_password_520,2022-04-16,India,,consumer,Recomendeitor_Plus,1607,520,160,2021-12-21,147,Recomendeitor,160,Content_160,2019-05-23,69,movie,1.0
837,user_837,user837@example.com,hash_password_837,2022-05-13,Spain,Genre_1,admin,Recomendeitor_Plus,1608,837,132,2021-04-26,28,Recomendeitor_Plus,132,Content_132,2019-05-19,17,short,4.7
90,user_90,user90@example.com,hash_password_90,2021-01-15,UK,Genre_3,admin,Recomendeitor,1609,90,20,2022-04-16,72,Recomendeitor_Plus,20,Content_20,2020-03-05,80,live,1.2
720,user_720,user720@example.com,hash_password_720,2021-05-22,Germany,Genre_4,content_creator,Recomendeitor_Plus,1610,720,117,2022-11-25,14,Recomendeitor_Plus,117,Content_117,2017-11-07,91,short,3.8
804,user_804,user804@example.com,hash_password_804,2021-02-23,Japan,Genre_6,moderator,Recomendeitor,1611,804,164,2022-02-05,24,Recomendeitor_Plus,164,Content_164,2017-09-30,158,documentary,1.9
796,user_796,user796@example.com,hash_password_796,2021-07-16,Italy,Genre_7,content_creator,Recomendeitor_Plus,1612,796,32,2021-04-19,112,Recomendeitor_Plus,32,Content_32,2019-12-28,145,short,2.4
630,user_630,user630@example.com,hash_password_630,2022-05-01,Canada,Genre_2,admin,Recomendeitor_Plus,1613,630,28,2021-09-12,44,Recomendeitor,28,Content_28,2011-07-22,10,live,2.4
861,user_861,user861@example.com,hash_password_861,2022-06-22,Canada,Genre_3,moderator,Recomendeitor_Plus,1614,861,77,2022-12-25,56,Recomendeitor,77,Content_77,2018-10-03,36,movie,1.6
175,user_175,user175@example.com,hash_password_175,2020-08-25,Brazil,Genre_2,content_creator,Recomendeitor,1615,175,1,2022-04-22,120,Recomendeitor,1,Content_1,2012-10-28,76,live,1.0
76,user_76,user76@example.com,hash_password_76,2020-09-09,Japan,Genre_1,admin,Recomendeitor_Plus,1616,76,188,2021-09-05,179,Recomendeitor_Plus,188,Content_188,2015-08-25,114,live,4.3
613,user_613,user613@example.com,hash_password_613,2021-12-22,Japan,,content_creator,Recomendeitor,1617,613,56,2021-05-07,32,Recomendeitor_Plus,56,Content_56,2015-06-18,132,series,2.7
926,user_926,user926@example.com,hash_password_926,2022-02-02,India,Genre_10,consumer,Recomendeitor_Plus,1618,926,35,2021-11-02,178,Recomendeitor_Plus,35,Content_35,2014-08-02,136,movie,1.8
663,user_663,user663@example.com,hash_password_663,2021-05-29,UK,Genre_1,moderator,Recomendeitor_Plus,1619,663,112,2022-04-24,169,Recomendeitor_Plus,112,Content_112,2019-05-25,17,documentary,2.6
400,user_400,user400@example.com,hash_password_400,2020-08-29,Brazil,Genre_2,moderator,Recomendeitor_Plus,1620,400,30,2022-07-29,25,Recomendeitor,30,Content_30,2021-06-21,46,series,2.0
782,user_782,user782@example.com,hash_password_782,2021-06-23,Brazil,Genre_10,moderator,Recomendeitor,1621,782,54,2022-10-17,116,Recomendeitor_Plus,54,Content_54,2016-12-12,70,documentary,4.8
970,user_970,user970@example.com,hash_password_970,2020-01-05,France,Genre_3,content_creator,Recomendeitor,1622,970,36,2021-08-21,66,Recomendeitor,36,Content_36,2019-10-21,10,documentary,4.7
71,user_71,user71@example.com,hash_password_71,2021-08-13,Brazil,,consumer,Recomendeitor_Plus,1623,71,183,2022-04-07,42,Recomendeitor_Plus,183,Content_183,2018-06-05,37,documentary,3.7
180,user_180,user180@example.com,hash_password_180,2020-01-01,Spain,Genre_6,admin,Recomendeitor,1624,180,80,2021-09-19,164,Recomendeitor,80,Content_80,2019-03-26,48,short,2.1
124,user_124,user124@example.com,hash_password_124,2022-06-27,Italy,Genre_9,consumer,Recomendeitor_Plus,1625,124,58,2022-01-30,76,Recomendeitor_Plus,58,Content_58,2011-10-12,25,movie,2.9
381,user_381,user381@example.com,hash_password_381,2020-09-02,USA,,admin,Recomendeitor,1626,381,83,2022-10-06,137,Recomendeitor_Plus,83,Content_83,2010-12-03,167,movie,1.5
293,user_293,user293@example.com,hash_password_293,2021-09-23,Germany,Genre_3,consumer,Recomendeitor,1627,293,65,2022-01-31,164,Recomendeitor,65,Content_65,2021-04-10,153,short,1.8
797,user_797,user797@example.com,hash_password_797,2022-09-14,France,Genre_10,moderator,Recomendeitor,1628,797,69,2022-02-18,38,Recomendeitor,69,Content_69,2010-08-17,120,live,3.0
195,user_195,user195@example.com,hash_password_195,2020-04-17,Spain,Genre_7,moderator,Recomendeitor_Plus,1629,195,128,2022-01-16,161,Recomendeitor_Plus,128,Content_128,2018-03-18,47,movie,1.4
911,user_911,user911@example.com,hash_password_911,2020-06-08,USA,Genre_1,consumer,Recomendeitor,1630,911,51,2022-07-05,170,Recomendeitor,51,Content_51,2011-07-21,151,short,2.1
228,user_228,user228@example.com,hash_password_228,2022-07-03,Italy,,admin,Recomendeitor,1631,228,22,2022-03-14,61,Recomendeitor_Plus,22,Content_22,2017-05-08,144,movie,2.5
431,user_431,user431@example.com,hash_password_431,2020-04-26,Germany,Genre_10,moderator,Recomendeitor,1632,431,107,2021-08-21,174,Recomendeitor_Plus,107,Content_107,2022-01-28,88,series,2.5
942,user_942,user942@example.com,hash_password_942,2022-07-15,France,Genre_6,admin,Recomendeitor_Plus,1633,942,109,2022-01-04,89,Recomendeitor,109,Content_109,2015-04-15,39,series,4.2
436,user_436,user436@example.com,hash_password_436,2021-07-27,USA,Genre_9,admin,Recomendeitor_Plus,1634,436,116,2022-09-26,18,Recomendeitor_Plus,116,Content_116,2011-12-07,43,short,3.2
787,user_787,user787@example.com,hash_password_787,2020-04-17,Italy,Genre_3,consumer,Recomendeitor,1635,787,101,2021-01-13,70,Recomendeitor_Plus,101,Content_101,2018-03-31,123,movie,2.7
461,user_461,user461@example.com,hash_password_461,2020-02-08,Italy,Genre_6,content_creator,Recomendeitor,1636,461,181,2021-10-14,82,Recomendeitor,181,Content_181,2021-02-03,57,series,2.2
618,user_618,user618@example.com,hash_password_618,2021-12-10,Canada,Genre_3,content_creator,Recomendeitor,1637,618,100,2021-09-15,116,Recomendeitor_Plus,100,Content_100,2021-11-17,169,movie,4.4
21,user_21,user21@example.com,hash_password_21,2020-02-11,France,Genre_1,moderator,Recomendeitor,1638,21,164,2022-06-08,80,Recomendeitor_Plus,164,Content_164,2017-09-30,158,documentary,1.9
64,user_64,user64@example.com,hash_password_64,2020-03-12,Japan,Genre_7,consumer,Recomendeitor_Plus,1639,64,68,2021-03-27,15,Recomendeitor_Plus,68,Content_68,2019-05-12,22,documentary,4.8
165,user_165,user165@example.com,hash_password_165,2022-02-16,USA,Genre_10,admin,Recomendeitor_Plus,1640,165,36,2021-11-20,176,Recomendeitor_Plus,36,Content_36,2019-10-21,10,documentary,4.7
27,user_27,user27@example.com,hash_password_27,2021-10-13,Japan,Genre_7,content_creator,Recomendeitor,1641,27,180,2022-03-30,13,Recomendeitor,180,Content_180,2021-04-17,110,live,2.2
311,user_311,user311@example.com,hash_password_311,2020-08-28,UK,Genre_3,admin,Recomendeitor_Plus,1642,311,181,2021-08-27,119,Recomendeitor,181,Content_181,2021-02-03,57,series,2.2
285,user_285,user285@example.com,hash_password_285,2020-06-01,Spain,Genre_1,moderator,Recomendeitor_Plus,1643,285,178,2022-09-11,43,Recomendeitor,178,Content_178,2016-06-26,51,live,4.5
660,user_660,user660@example.com,hash_password_660,2020-04-09,France,Genre_6,consumer,Recomendeitor,1644,660,169,2022-11-30,57,Recomendeitor_Plus,169,Content_169,2019-09-24,117,live,1.2
281,user_281,user281@example.com,hash_password_281,2021-01-23,Spain,Genre_5,moderator,Recomendeitor_Plus,1645,281,146,2022-07-18,17,Recomendeitor,146,Content_146,2010-01-16,164,documentary,4.9
838,user_838,user838@example.com,hash_password_838,2020-01-16,Italy,Genre_9,moderator,Recomendeitor_Plus,1646,838,22,2022-11-09,178,Recomendeitor,22,Content_22,2017-05-08,144,movie,2.5
831,user_831,user831@example.com,hash_password_831,2021-02-05,India,Genre_9,content_creator,Recomendeitor,1647,831,66,2022-06-19,32,Recomendeitor,66,Content_66,2016-10-24,111,movie,1.3
164,user_164,user164@example.com,hash_password_164,2021-02-13,Germany,,consumer,Recomendeitor_Plus,1648,164,21,2022-05-04,150,Recomendeitor_Plus,21,Content_21,2010-09-05,39,movie,4.0
898,user_898,user898@example.com,hash_password_898,2021-04-14,Brazil,Genre_8,content_creator,Recomendeitor,1649,898,100,2021-01-21,55,Recomendeitor,100,Content_100,2021-11-17,169,movie,4.4
918,user_918,user918@example.com,hash_password_918,2021-06-13,France,Genre_9,content_creator,Recomendeitor,1650,918,128,2022-04-09,13,Recomendeitor,128,Content_128,2018-03-18,47,movie,1.4
224,user_224,user224@example.com,hash_password_224,2020-02-02,Canada,Genre_5,admin,Recomendeitor_Plus,1651,224,44,2022-01-04,47,Recomendeitor_Plus,44,Content_44,2017-07-10,13,series,2.1
784,user_784,user784@example.com,hash_password_784,2021-10-27,Japan,Genre_3,content_creator,Recomendeitor,1652,784,103,2021-07-26,87,Recomendeitor_Plus,103,Content_103,2010-06-29,165,series,2.3
146,user_146,user146@example.com,hash_password_146,2021-12-28,USA,Genre_6,admin,Recomendeitor,1653,146,47,2022-05-25,62,Recomendeitor_Plus,47,Content_47,2019-12-17,84,movie,2.7
965,user_965,user965@example.com,hash_password_965,2021-01-07,USA,Genre_1,moderator,Recomendeitor,1654,965,39,2022-09-01,29,Recomendeitor_Plus,39,Content_39,2022-11-13,113,short,1.9
950,user_950,user950@example.com,hash_password_950,2022-07-03,UK,,consumer,Recomendeitor,1655,950,29,2022-08-26,22,Recomendeitor_Plus,29,Content_29,2013-11-23,152,live,4.2
868,user_868,user868@example.com,hash_password_868,2022-05-04,Spain,Genre_1,admin,Recomendeitor_Plus,1656,868,54,2022-03-26,65,Recomendeitor_Plus,54,Content_54,2016-12-12,70,documentary,4.8
30,user_30,user30@example.com,hash_password_30,2022-07-04,Germany,Genre_6,consumer,Recomendeitor,1657,30,90,2022-03-25,29,Recomendeitor,90,Content_90,2020-08-22,34,short,1.9
45,user_45,user45@example.com,hash_password_45,2021-07-11,Japan,Genre_4,admin,Recomendeitor,1658,45,85,2021-06-26,48,Recomendeitor,85,Content_85,2018-10-27,30,series,1.0
787,user_787,user787@example.com,hash_password_787,2020-04-17,Italy,Genre_3,consumer,Recomendeitor,1659,787,17,2022-07-15,5,Recomendeitor_Plus,17,Content_17,2018-05-27,17,short,2.6
471,user_471,user471@example.com,hash_password_471,2021-08-17,Italy,Genre_3,consumer,Recomendeitor_Plus,1660,471,80,2021-02-09,163,Recomendeitor_Plus,80,Content_80,2019-03-26,48,short,2.1
34,user_34,user34@example.com,hash_password_34,2022-12-20,UK,Genre_5,content_creator,Recomendeitor,1661,34,188,2022-03-30,101,Recomendeitor,188,Content_188,2015-08-25,114,live,4.3
653,user_653,user653@example.com,hash_password_653,2020-08-02,India,Genre_8,content_creator,Recomendeitor,1662,653,159,2022-01-09,71,Recomendeitor_Plus,159,Content_159,2015-08-28,170,short,4.4
427,user_427,user427@example.com,hash_password_427,2021-10-26,Spain,Genre_4,admin,Recomendeitor_Plus,1663,427,73,2021-05-13,174,Recomendeitor_Plus,73,Content_73,2014-04-18,145,documentary,2.3
830,user_830,user830@example.com,hash_password_830,2021-07-05,France,Genre_10,admin,Recomendeitor,1664,830,49,2022-02-12,163,Recomendeitor,49,Content_49,2020-10-19,81,short,3.1
886,user_886,user886@example.com,hash_password_886,2022-01-22,France,Genre_6,moderator,Recomendeitor_Plus,1665,886,101,2022-05-04,173,Recomendeitor_Plus,101,Content_101,2018-03-31,123,movie,2.7
221,user_221,user221@example.com,hash_password_221,2020-12-15,USA,Genre_5,consumer,Recomendeitor,1666,221,2,2022-07-15,141,Recomendeitor_Plus,2,Content_2,2015-03-27,63,live,2.4
868,user_868,user868@example.com,hash_password_868,2022-05-04,Spain,Genre_1,admin,Recomendeitor_Plus,1667,868,176,2022-04-27,138,Recomendeitor,176,Content_176,2018-01-17,149,short,2.6
534,user_534,user534@example.com,hash_password_534,2022-02-26,UK,Genre_2,content_creator,Recomendeitor_Plus,1668,534,142,2022-08-25,66,Recomendeitor,142,Content_142,2017-01-22,74,live,4.2
692,user_692,user692@example.com,hash_password_692,2021-08-27,Spain,Genre_6,consumer,Recomendeitor,1669,692,59,2022-10-16,72,Recomendeitor,59,Content_59,2012-09-26,75,series,3.0
948,user_948,user948@example.com,hash_password_948,2021-11-18,Spain,Genre_7,admin,Recomendeitor,1670,948,97,2021-10-23,25,Recomendeitor,97,Content_97,2012-03-25,63,series,1.9
367,user_367,user367@example.com,hash_password_367,2022-08-22,Brazil,Genre_6,consumer,Recomendeitor_Plus,1671,367,99,2021-04-25,172,Recomendeitor,99,Content_99,2017-06-15,157,short,4.0
932,user_932,user932@example.com,hash_password_932,2020-08-23,UK,Genre_9,content_creator,Recomendeitor_Plus,1672,932,186,2022-10-01,60,Recomendeitor_Plus,186,Content_186,2018-07-19,56,series,3.5
841,user_841,user841@example.com,hash_password_841,2020-05-12,Italy,Genre_9,content_creator,Recomendeitor,1673,841,103,2022-06-13,175,Recomendeitor_Plus,103,Content_103,2010-06-29,165,series,2.3
743,user_743,user743@example.com,hash_password_743,2021-01-05,India,Genre_2,admin,Recomendeitor,1674,743,186,2021-07-08,40,Recomendeitor_Plus,186,Content_186,2018-07-19,56,series,3.5
915,user_915,user915@example.com,hash_password_915,2021-12-30,India,Genre_1,content_creator,Recomendeitor,1675,915,179,2021-01-25,7,Recomendeitor_Plus,179,Content_179,2016-07-27,154,documentary,1.6
550,user_550,user550@example.com,hash_password_550,2022-08-14,France,Genre_10,admin,Recomendeitor,1676,550,2,2022-03-21,174,Recomendeitor_Plus,2,Content_2,2015-03-27,63,live,2.4
582,user_582,user582@example.com,hash_password_582,2022-11-11,Brazil,,consumer,Recomendeitor,1677,582,41,2022-06-29,151,Recomendeitor,41,Content_41,2018-01-02,18,documentary,1.1
116,user_116,user116@example.com,hash_password_116,2021-12-13,France,Genre_2,consumer,Recomendeitor,1678,116,123,2021-03-27,46,Recomendeitor_Plus,123,Content_123,2014-12-19,88,short,2.1
239,user_239,user239@example.com,hash_password_239,2022-03-09,India,Genre_2,consumer,Recomendeitor,1679,239,82,2021-05-29,86,Recomendeitor_Plus,82,Content_82,2017-01-11,154,live,1.2
335,user_335,user335@example.com,hash_password_335,2020-12-31,Japan,Genre_7,admin,Recomendeitor_Plus,1680,335,144,2021-01-15,141,Recomendeitor_Plus,144,Content_144,2018-08-21,156,series,2.4
441,user_441,user441@example.com,hash_password_441,2020-07-16,Italy,Genre_6,admin,Recomendeitor,1681,441,132,2021-12-09,21,Recomendeitor_Plus,132,Content_132,2019-05-19,17,short,4.7
148,user_148,user148@example.com,hash_password_148,2021-01-25,India,Genre_7,content_creator,Recomendeitor_Plus,1682,148,140,2021-09-01,1,Recomendeitor_Plus,140,Content_140,2011-03-10,148,series,4.4
9,user_9,user9@example.com,hash_password_9,2022-11-17,Brazil,Genre_8,content_creator,Recomendeitor_Plus,1683,9,29,2021-11-22,123,Recomendeitor,29,Content_29,2013-11-23,152,live,4.2
288,user_288,user288@example.com,hash_password_288,2022-04-19,France,,content_creator,Recomendeitor,1684,288,135,2021-04-28,147,Recomendeitor_Plus,135,Content_135,2013-03-30,78,movie,3.9
388,user_388,user388@example.com,hash_password_388,2022-04-01,Japan,Genre_9,content_creator,Recomendeitor,1685,388,14,2021-11-17,125,Recomendeitor_Plus,14,Content_14,2014-08-19,172,movie,3.6
50,user_50,user50@example.com,hash_password_50,2021-12-14,Brazil,Genre_2,admin,Recomendeitor,1686,50,12,2022-06-21,33,Recomendeitor_Plus,12,Content_12,2021-11-26,66,live,1.1
850,user_850,user850@example.com,hash_password_850,2022-02-01,Spain,Genre_6,consumer,Recomendeitor,1687,850,99,2021-06-08,4,Recomendeitor_Plus,99,Content_99,2017-06-15,157,short,4.0
517,user_517,user517@example.com,hash_password_517,2021-11-08,France,Genre_5,admin,Recomendeitor,1688,517,133,2021-11-15,3,Recomendeitor_Plus,133,Content_133,2012-06-17,178,movie,4.3
916,user_916,user916@example.com,hash_password_916,2022-01-13,France,,moderator,Recomendeitor_Plus,1689,916,81,2022-01-25,91,Recomendeitor_Plus,81,Content_81,2017-11-10,74,documentary,2.7
855,user_855,user855@example.com,hash_password_855,2020-12-10,Spain,Genre_9,admin,Recomendeitor_Plus,1690,855,106,2022-08-25,52,Recomendeitor,106,Content_106,2014-01-26,161,movie,1.7
638,user_638,user638@example.com,hash_password_638,2021-03-06,France,Genre_4,consumer,Recomendeitor,1691,638,32,2022-04-20,28,Recomendeitor_Plus,32,Content_32,2019-12-28,145,short,2.4
587,user_587,user587@example.com,hash_password_587,2020-02-07,Japan,Genre_2,admin,Recomendeitor,1692,587,74,2022-12-16,70,Recomendeitor,74,Content_74,2015-07-02,129,movie,3.8
677,user_677,user677@example.com,hash_password_677,2020-01-10,Germany,Genre_1,consumer,Recomendeitor_Plus,1693,677,171,2022-01-02,57,Recomendeitor,171,Content_171,2013-12-22,26,series,3.9
278,user_278,user278@example.com,hash_password_278,2020-10-12,UK,Genre_9,moderator,Recomendeitor,1694,278,81,2022-11-09,108,Recomendeitor_Plus,81,Content_81,2017-11-10,74,documentary,2.7
954,user_954,user954@example.com,hash_password_954,2022-08-22,Japan,Genre_7,consumer,Recomendeitor,1695,954,69,2022-10-21,144,Recomendeitor_Plus,69,Content_69,2010-08-17,120,live,3.0
836,user_836,user836@example.com,hash_password_836,2021-03-05,Spain,,admin,Recomendeitor_Plus,1696,836,45,2022-07-26,24,Recomendeitor_Plus,45,Content_45,2014-09-25,167,short,4.8
989,user_989,user989@example.com,hash_password_989,2022-10-24,Germany,Genre_7,consumer,Recomendeitor,1697,989,106,2022-07-19,169,Recomendeitor,106,Content_106,2014-01-26,161,movie,1.7
300,user_300,user300@example.com,hash_password_300,2021-08-11,India,Genre_3,content_creator,Recomendeitor_Plus,1698,300,137,2021-02-18,77,Recomendeitor_Plus,137,Content_137,2018-08-25,73,documentary,4.7
802,user_802,user802@example.com,hash_password_802,2022-03-21,Italy,Genre_6,content_creator,Recomendeitor,1699,802,177,2022-07-03,175,Recomendeitor_Plus,177,Content_177,2021-12-31,46,documentary,1.5
589,user_589,user589@example.com,hash_password_589,2021-01-15,Spain,Genre_1,content_creator,Recomendeitor,1700,589,161,2021-04-18,76,Recomendeitor_Plus,161,Content_161,2022-12-24,129,short,3.8
810,user_810,user810@example.com,hash_password_810,2022-07-09,Japan,Genre_7,admin,Recomendeitor,1701,810,100,2022-02-07,69,Recomendeitor,100,Content_100,2021-11-17,169,movie,4.4
649,user_649,user649@example.com,hash_password_649,2021-06-05,Spain,Genre_5,consumer,Recomendeitor,1702,649,146,2021-06-11,101,Recomendeitor,146,Content_146,2010-01-16,164,documentary,4.9
618,user_618,user618@example.com,hash_password_618,2021-12-10,Canada,Genre_3,content_creator,Recomendeitor,1703,618,9,2022-03-12,159,Recomendeitor_Plus,9,Content_9,2017-12-22,161,short,3.9
607,user_607,user607@example.com,hash_password_607,2020-06-14,Japan,Genre_4,content_creator,Recomendeitor_Plus,1704,607,62,2021-09-10,92,Recomendeitor,62,Content_62,2021-10-20,128,movie,1.7
135,user_135,user135@example.com,hash_password_135,2020-06-19,Canada,Genre_3,consumer,Recomendeitor_Plus,1705,135,185,2022-05-30,92,Recomendeitor_Plus,185,Content_185,2012-02-24,108,live,2.0
580,user_580,user580@example.com,hash_password_580,2020-05-25,USA,Genre_6,content_creator,Recomendeitor,1706,580,29,2022-01-07,30,Recomendeitor,29,Content_29,2013-11-23,152,live,4.2
147,user_147,user147@example.com,hash_password_147,2022-04-01,India,Genre_5,admin,Recomendeitor_Plus,1707,147,125,2022-02-13,18,Recomendeitor_Plus,125,Content_125,2022-01-01,163,movie,2.2
490,user_490,user490@example.com,hash_password_490,2022-09-23,Canada,Genre_10,content_creator,Recomendeitor_Plus,1708,490,114,2021-10-20,44,Recomendeitor,114,Content_114,2011-08-03,128,live,3.6
478,user_478,user478@example.com,hash_password_478,2021-04-19,India,Genre_9,consumer,Recomendeitor_Plus,1709,478,153,2021-09-01,155,Recomendeitor_Plus,153,Content_153,2018-05-01,92,movie,2.5
159,user_159,user159@example.com,hash_password_159,2021-03-31,Japan,Genre_2,admin,Recomendeitor,1710,159,143,2021-05-15,99,Recomendeitor_Plus,143,Content_143,2015-10-13,116,series,1.8
384,user_384,user384@example.com,hash_password_384,2022-12-28,Japan,Genre_1,moderator,Recomendeitor,1711,384,134,2021-12-24,154,Recomendeitor,134,Content_134,2016-07-11,143,documentary,3.8
163,user_163,user163@example.com,hash_password_163,2020-01-06,India,Genre_4,moderator,Recomendeitor_Plus,1712,163,120,2022-12-10,121,Recomendeitor,120,Content_120,2012-08-14,84,movie,3.3
441,user_441,user441@example.com,hash_password_441,2020-07-16,Italy,Genre_6,admin,Recomendeitor,1713,441,170,2022-02-19,115,Recomendeitor,170,Content_170,2016-07-07,20,movie,3.0
853,user_853,user853@example.com,hash_password_853,2020-05-24,Germany,Genre_2,admin,Recomendeitor_Plus,1714,853,157,2021-09-23,60,Recomendeitor,157,Content_157,2018-03-29,154,documentary,2.5
189,user_189,user189@example.com,hash_password_189,2020-03-30,Spain,Genre_3,consumer,Recomendeitor,1715,189,79,2022-03-01,146,Recomendeitor,79,Content_79,2021-03-10,62,documentary,3.2
415,user_415,user415@example.com,hash_password_415,2022-09-12,Germany,Genre_6,admin,Recomendeitor,1716,415,93,2021-10-03,56,Recomendeitor_Plus,93,Content_93,2010-11-17,32,series,1.9
339,user_339,user339@example.com,hash_password_339,2021-01-17,Brazil,Genre_3,content_creator,Recomendeitor,1717,339,4,2022-06-09,31,Recomendeitor_Plus,4,Content_4,2022-09-28,51,series,1.9
607,user_607,user607@example.com,hash_password_607,2020-06-14,Japan,Genre_4,content_creator,Recomendeitor_Plus,1718,607,82,2022-08-23,101,Recomendeitor,82,Content_82,2017-01-11,154,live,1.2
181,user_181,user181@example.com,hash_password_181,2022-07-19,Italy,Genre_8,consumer,Recomendeitor_Plus,1719,181,185,2022-11-05,59,Recomendeitor_Plus,185,Content_185,2012-02-24,108,live,2.0
